2019;02;13;11370;30.000;20.62
2019;02;13;19258;20.000;21.24
2019;02;14;20412;30.000;6.06
2019;02;14;32177;32.455;6.62
2019;10;20;11370;30.000;20.62
2019;10;20;11370;20.000;20.62
2019;02;02;11370;20.000;20.62
2019;02;02;11370;20.000;20.62
2019;12;20;11370;30.000;20.62
2019;12;20;11370;30.000;20.62
2019;12;20;11370;20.000;20.62
2019;12;20;11370;20.000;20.62
2019;12;20;11370;20.000;20.62
2019;12;20;11370;20.000;20.62
2019;12;20;11370;20.000;20.62
2019;12;20;11370;20.000;20.62
2019;12;20;11370;20.000;20.62
2019;12;20;11370;20.000;20.62
2019;12;20;11370;20.000;20.62
2019;12;20;11370;20.000;20.62
2019;02;01;11370;20.000;22.26
2019;02;01;11370;20.000;20.62
